pais,num_visitas,numero_modelos,pagina_mas_visitada,precio_maximo,precio_promedio,visitaspag1trousers,visitaspag2skirts,visitaspag3blouses,visitaspag4sales,target
Czech Republic,14,14,1-trousers,82,51.0,14.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Czech Republic,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,6,6,2-skirts,67,54.666666666666664,0.0,6.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
United Kingdom,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Czech Republic,3,3,3-blouses,57,45.666666666666664,0.0,1.0,2.0,0.0,0
Poland,2,2,2-skirts,67,64.5,0.0,2.0,0.0,0.0,0
Czech Republic,4,4,3-blouses,52,35.25,0.0,1.0,3.0,0.0,0
Poland,10,10,1-trousers,67,48.6,5.0,5.0,0.0,0.0,0
Poland,39,39,3-blouses,72,43.794871794871796,14.0,8.0,17.0,2.0,1
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Czech Republic,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Czech Republic,8,8,1-trousers,82,38.5,4.0,0.0,4.0,0.0,0
net (*.net),2,2,2-skirts,57,52.5,0.0,2.0,0.0,0.0,0
Poland,3,3,2-skirts,67,57.333333333333336,0.0,3.0,0.0,0.0,0
Poland,2,2,2-skirts,57,57.0,0.0,2.0,0.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Czech Republic,12,12,2-skirts,62,47.166666666666664,3.0,6.0,3.0,0.0,0
Czech Republic,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,7,7,2-skirts,67,47.57142857142857,0.0,7.0,0.0,0.0,0
Poland,7,7,3-blouses,48,46.57142857142857,0.0,0.0,7.0,0.0,0
Poland,2,2,1-trousers,60,46.5,2.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,62,50.0,2.0,0.0,0.0,0.0,0
Czech Republic,13,13,2-skirts,62,47.92307692307692,1.0,7.0,5.0,0.0,0
Czech Republic,6,5,3-blouses,48,37.166666666666664,0.0,0.0,6.0,0.0,0
net (*.net),1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,2,2,1-trousers,82,72.0,2.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,5,5,3-blouses,48,39.0,2.0,0.0,3.0,0.0,0
Poland,3,1,1-trousers,38,38.0,3.0,0.0,0.0,0.0,0
Poland,43,37,3-blouses,77,45.0,7.0,9.0,27.0,40.0,1
Lithuania,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
United Kingdom,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
United Kingdom,7,4,1-trousers,62,45.42857142857143,7.0,0.0,0.0,0.0,0
Poland,5,5,1-trousers,82,51.2,3.0,0.0,2.0,0.0,0
Czech Republic,7,5,3-blouses,48,35.857142857142854,3.0,0.0,4.0,0.0,0
Czech Republic,4,4,1-trousers,62,50.25,2.0,0.0,2.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,2,2,2-skirts,57,47.5,0.0,2.0,0.0,0.0,0
Czech Republic,3,2,1-trousers,62,54.0,3.0,0.0,0.0,0.0,0
Poland,2,2,2-skirts,67,62.0,0.0,2.0,0.0,0.0,0
Czech Republic,55,41,1-trousers,82,47.18181818181818,42.0,5.0,8.0,0.0,0
Czech Republic,9,6,1-trousers,82,47.22222222222222,8.0,0.0,1.0,0.0,0
Czech Republic,32,29,2-skirts,60,46.3125,10.0,22.0,0.0,0.0,0
Czech Republic,16,13,2-skirts,67,52.8125,1.0,15.0,0.0,0.0,0
Poland,5,5,2-skirts,62,54.2,0.0,5.0,0.0,0.0,0
Poland,11,10,3-blouses,62,41.81818181818182,2.0,0.0,9.0,14.0,1
Poland,30,28,2-skirts,67,41.46666666666667,10.0,12.0,8.0,1.0,1
Poland,6,5,1-trousers,48,38.0,3.0,0.0,3.0,4.0,1
Poland,7,6,2-skirts,62,44.857142857142854,2.0,5.0,0.0,0.0,0
Poland,4,4,1-trousers,62,48.75,4.0,0.0,0.0,0.0,0
Poland,13,9,1-trousers,62,44.53846153846154,7.0,1.0,5.0,19.0,1
Poland,7,7,2-skirts,72,50.142857142857146,3.0,4.0,0.0,0.0,0
Poland,7,7,1-trousers,67,52.285714285714285,4.0,2.0,1.0,0.0,0
Poland,4,4,2-skirts,62,50.0,1.0,3.0,0.0,2.0,1
Poland,6,5,3-blouses,62,48.666666666666664,2.0,0.0,4.0,0.0,0
Poland,3,3,3-blouses,48,39.666666666666664,1.0,0.0,2.0,0.0,0
Poland,5,4,1-trousers,62,48.6,5.0,0.0,0.0,0.0,0
Poland,11,9,1-trousers,62,43.63636363636363,11.0,0.0,0.0,3.0,1
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,2,2,3-blouses,57,52.5,0.0,0.0,2.0,0.0,0
Poland,5,5,2-skirts,67,58.2,0.0,5.0,0.0,0.0,0
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,11,9,3-blouses,62,45.54545454545455,3.0,0.0,8.0,9.0,1
Poland,2,2,3-blouses,52,40.0,0.0,0.0,2.0,1.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,3,3,2-skirts,67,52.333333333333336,0.0,3.0,0.0,0.0,0
Poland,30,29,3-blouses,60,43.63333333333333,5.0,10.0,15.0,14.0,1
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,72,67.0,2.0,0.0,0.0,1.0,1
Poland,2,2,2-skirts,52,45.0,0.0,2.0,0.0,0.0,0
Poland,5,5,3-blouses,72,51.0,1.0,0.0,4.0,0.0,0
Poland,3,3,2-skirts,57,47.333333333333336,0.0,2.0,1.0,0.0,0
Poland,2,2,1-trousers,60,49.0,1.0,1.0,0.0,0.0,0
Poland,2,2,3-blouses,48,45.5,0.0,0.0,2.0,3.0,1
Poland,12,12,2-skirts,62,46.416666666666664,2.0,5.0,5.0,2.0,1
Poland,3,3,1-trousers,62,44.333333333333336,2.0,1.0,0.0,0.0,0
Poland,4,4,1-trousers,62,45.25,4.0,0.0,0.0,0.0,0
Poland,6,6,3-blouses,48,36.333333333333336,1.0,0.0,5.0,1.0,1
Poland,5,5,2-skirts,48,38.0,0.0,3.0,2.0,0.0,0
Poland,4,2,3-blouses,48,27.0,0.0,0.0,4.0,1.0,1
Poland,1,1,3-blouses,57,57.0,0.0,0.0,1.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,5,5,2-skirts,67,53.4,1.0,2.0,2.0,1.0,1
Czech Republic,2,2,1-trousers,62,45.0,2.0,0.0,0.0,0.0,0
Poland,6,6,2-skirts,67,52.333333333333336,0.0,6.0,0.0,1.0,1
Poland,6,6,2-skirts,62,53.333333333333336,0.0,3.0,3.0,1.0,1
Poland,3,3,1-trousers,38,31.333333333333332,2.0,0.0,1.0,0.0,0
Poland,9,9,2-skirts,62,45.888888888888886,0.0,6.0,3.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,3,2,1-trousers,48,38.0,2.0,0.0,1.0,0.0,0
Poland,2,2,2-skirts,57,42.5,0.0,1.0,1.0,0.0,0
Poland,13,12,3-blouses,55,39.07692307692308,0.0,1.0,12.0,0.0,0
Poland,21,19,3-blouses,67,43.333333333333336,6.0,7.0,8.0,9.0,1
Poland,13,12,2-skirts,67,46.46153846153846,5.0,6.0,2.0,0.0,0
Poland,3,3,3-blouses,67,54.333333333333336,0.0,1.0,2.0,0.0,0
Poland,5,5,1-trousers,62,45.6,5.0,0.0,0.0,0.0,0
Poland,34,26,2-skirts,62,42.8235294117647,7.0,15.0,12.0,8.0,1
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,38,38.0,1.0,2.0,0.0,0.0,0
Poland,3,2,1-trousers,82,65.66666666666667,2.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,2,2,1-trousers,38,38.0,1.0,1.0,0.0,4.0,1
Poland,1,1,2-skirts,48,48.0,0.0,1.0,0.0,0.0,0
Hungary,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,7,7,3-blouses,52,41.42857142857143,0.0,0.0,7.0,3.0,1
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,5,5,1-trousers,67,46.6,2.0,1.0,2.0,2.0,1
Poland,5,5,2-skirts,62,50.4,0.0,5.0,0.0,0.0,0
Poland,2,2,1-trousers,62,59.5,1.0,1.0,0.0,0.0,0
Czech Republic,4,4,1-trousers,62,47.5,2.0,0.0,2.0,0.0,0
Czech Republic,2,2,1-trousers,43,38.0,2.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,20,16,2-skirts,67,48.6,3.0,12.0,5.0,3.0,1
net (*.net),1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
net (*.net),1,1,3-blouses,43,43.0,0.0,0.0,1.0,0.0,0
net (*.net),1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
net (*.net),1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
net (*.net),1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
net (*.net),1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,2,2,3-blouses,57,56.0,0.0,0.0,2.0,0.0,0
Poland,4,4,1-trousers,52,39.0,3.0,1.0,0.0,0.0,0
Poland,11,11,1-trousers,67,46.27272727272727,7.0,3.0,1.0,6.0,1
Poland,2,2,1-trousers,62,50.0,2.0,0.0,0.0,3.0,1
Poland,3,3,3-blouses,57,51.0,0.0,1.0,2.0,0.0,0
Poland,3,3,2-skirts,57,49.0,0.0,3.0,0.0,1.0,1
Poland,2,2,3-blouses,48,48.0,0.0,0.0,2.0,0.0,0
Poland,2,2,1-trousers,62,47.5,2.0,0.0,0.0,0.0,0
Czech Republic,6,4,2-skirts,62,41.166666666666664,0.0,4.0,2.0,0.0,0
Czech Republic,27,26,3-blouses,62,41.74074074074074,10.0,3.0,14.0,0.0,0
Poland,4,4,3-blouses,57,49.0,1.0,1.0,2.0,0.0,0
Poland,44,37,3-blouses,67,48.40909090909091,4.0,19.0,21.0,48.0,1
Poland,8,7,2-skirts,62,50.625,0.0,5.0,3.0,0.0,0
Poland,32,31,1-trousers,77,43.53125,13.0,6.0,13.0,2.0,1
Poland,2,2,2-skirts,52,52.0,0.0,2.0,0.0,2.0,1
Poland,7,7,2-skirts,57,51.57142857142857,0.0,7.0,0.0,0.0,0
Poland,2,2,3-blouses,48,38.0,0.0,0.0,2.0,0.0,0
Poland,12,12,3-blouses,62,42.75,2.0,2.0,8.0,7.0,1
Poland,2,1,1-trousers,72,72.0,2.0,0.0,0.0,0.0,0
Poland,11,11,1-trousers,62,47.54545454545455,10.0,1.0,0.0,4.0,1
Poland,5,3,1-trousers,62,48.6,5.0,0.0,0.0,0.0,0
Poland,4,4,3-blouses,57,36.5,0.0,1.0,3.0,2.0,1
Poland,10,10,2-skirts,62,50.2,0.0,6.0,4.0,0.0,0
Poland,2,2,1-trousers,62,50.0,2.0,0.0,0.0,0.0,0
Poland,4,4,1-trousers,62,50.0,2.0,1.0,1.0,0.0,0
Czech Republic,2,2,1-trousers,43,35.5,2.0,0.0,0.0,0.0,0
Czech Republic,2,2,3-blouses,48,38.0,0.0,0.0,2.0,0.0,0
Poland,2,2,2-skirts,57,54.5,0.0,2.0,0.0,1.0,1
Poland,2,2,1-trousers,43,43.0,2.0,0.0,0.0,1.0,1
Switzerland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,1.0,1
Poland,4,4,2-skirts,57,43.75,1.0,3.0,0.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
USA,21,9,1-trousers,62,44.38095238095238,12.0,1.0,8.0,0.0,0
USA,8,8,1-trousers,72,48.25,4.0,3.0,1.0,1.0,1
Czech Republic,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
USA,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Czech Republic,15,13,1-trousers,82,49.06666666666667,8.0,5.0,2.0,0.0,0
net (*.net),2,1,1-trousers,82,82.0,2.0,0.0,0.0,1.0,1
Poland,2,2,1-trousers,38,35.5,2.0,0.0,0.0,0.0,0
Poland,4,4,2-skirts,67,46.5,1.0,2.0,1.0,12.0,1
Poland,6,6,3-blouses,50,39.166666666666664,0.0,0.0,6.0,5.0,1
Czech Republic,42,28,1-trousers,82,51.166666666666664,29.0,0.0,13.0,0.0,0
Lithuania,3,3,2-skirts,52,42.666666666666664,0.0,3.0,0.0,14.0,1
Ireland,17,11,3-blouses,62,38.94117647058823,3.0,0.0,14.0,9.0,1
Poland,5,5,2-skirts,62,46.6,1.0,3.0,1.0,2.0,1
Poland,8,6,1-trousers,82,53.875,8.0,0.0,0.0,9.0,1
Poland,4,4,2-skirts,52,47.5,0.0,3.0,1.0,0.0,0
Poland,2,2,2-skirts,62,57.0,0.0,2.0,0.0,0.0,0
Czech Republic,11,8,2-skirts,67,50.63636363636363,0.0,11.0,0.0,0.0,0
Czech Republic,47,18,1-trousers,82,55.680851063829785,46.0,1.0,0.0,0.0,0
Poland,4,4,1-trousers,62,49.0,2.0,0.0,2.0,0.0,0
Czech Republic,3,3,3-blouses,48,41.333333333333336,0.0,0.0,3.0,0.0,0
Czech Republic,12,10,1-trousers,62,44.666666666666664,8.0,0.0,4.0,0.0,0
Czech Republic,5,4,1-trousers,62,55.2,3.0,2.0,0.0,0.0,0
Poland,6,6,2-skirts,57,46.0,0.0,3.0,3.0,1.0,1
Poland,10,9,1-trousers,67,47.4,7.0,1.0,2.0,7.0,1
Poland,5,5,1-trousers,43,36.0,4.0,0.0,1.0,1.0,1
Poland,4,4,3-blouses,33,30.0,0.0,0.0,4.0,0.0,0
Poland,13,13,2-skirts,57,43.46153846153846,4.0,7.0,2.0,2.0,1
Poland,6,5,3-blouses,67,43.666666666666664,0.0,1.0,5.0,1.0,1
Poland,7,7,1-trousers,82,48.57142857142857,5.0,0.0,2.0,6.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,8,8,1-trousers,62,48.875,6.0,0.0,2.0,14.0,1
Poland,13,13,3-blouses,57,42.76923076923077,1.0,1.0,11.0,0.0,0
Poland,5,2,2-skirts,57,57.0,0.0,5.0,0.0,0.0,0
Poland,26,19,3-blouses,67,41.26923076923077,9.0,3.0,14.0,0.0,0
Poland,11,9,2-skirts,57,49.18181818181818,1.0,8.0,2.0,2.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,5.0,1
Poland,4,4,1-trousers,72,51.25,3.0,1.0,0.0,2.0,1
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,2,2,2-skirts,67,52.5,0.0,2.0,0.0,0.0,0
Poland,7,7,3-blouses,50,40.142857142857146,2.0,0.0,5.0,4.0,1
Poland,2,2,2-skirts,57,52.5,0.0,1.0,1.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,14,7,1-trousers,72,47.714285714285715,14.0,0.0,0.0,0.0,0
Poland,6,6,2-skirts,67,47.666666666666664,0.0,6.0,0.0,0.0,0
Poland,9,9,2-skirts,67,48.111111111111114,3.0,6.0,0.0,6.0,1
Czech Republic,2,1,3-blouses,48,48.0,0.0,0.0,2.0,0.0,0
Poland,4,4,2-skirts,67,50.0,0.0,4.0,0.0,0.0,0
Poland,3,3,2-skirts,57,44.333333333333336,0.0,3.0,0.0,0.0,0
Poland,10,9,1-trousers,62,34.9,7.0,0.0,3.0,0.0,0
Poland,2,2,1-trousers,62,50.0,2.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,57,49.0,0.0,3.0,0.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,9,9,1-trousers,62,45.0,6.0,1.0,2.0,7.0,1
Poland,3,2,2-skirts,67,63.666666666666664,0.0,3.0,0.0,0.0,0
Poland,3,3,1-trousers,38,33.0,2.0,0.0,1.0,0.0,0
Poland,8,6,1-trousers,48,38.0,5.0,0.0,3.0,2.0,1
Poland,3,3,1-trousers,62,53.333333333333336,3.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,43,43.0,0.0,1.0,0.0,0.0,0
Czech Republic,11,11,3-blouses,48,36.63636363636363,4.0,0.0,7.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,4.0,1
Poland,2,2,3-blouses,43,35.5,0.0,0.0,2.0,0.0,0
Poland,5,5,2-skirts,57,44.6,0.0,5.0,0.0,1.0,1
Poland,3,3,1-trousers,62,55.0,2.0,0.0,1.0,1.0,1
Poland,10,10,1-trousers,82,46.1,6.0,4.0,0.0,0.0,0
Poland,3,2,1-trousers,62,50.666666666666664,3.0,0.0,0.0,0.0,0
Poland,6,6,2-skirts,67,51.666666666666664,0.0,6.0,0.0,0.0,0
Poland,7,5,2-skirts,62,56.714285714285715,3.0,4.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,3.0,1
Poland,9,7,1-trousers,60,44.44444444444444,7.0,1.0,1.0,0.0,0
Poland,24,23,3-blouses,72,46.291666666666664,7.0,5.0,12.0,0.0,0
Poland,3,3,2-skirts,57,44.333333333333336,0.0,3.0,0.0,3.0,1
Poland,3,2,2-skirts,72,62.0,1.0,2.0,0.0,0.0,0
Poland,2,2,1-trousers,62,42.5,1.0,0.0,1.0,0.0,0
Poland,8,7,2-skirts,67,51.25,0.0,7.0,1.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
Poland,6,6,1-trousers,82,52.166666666666664,6.0,0.0,0.0,0.0,0
Poland,20,18,2-skirts,62,46.75,8.0,12.0,0.0,2.0,1
Poland,9,8,3-blouses,52,42.333333333333336,0.0,3.0,6.0,10.0,1
Poland,2,2,2-skirts,67,62.0,0.0,2.0,0.0,0.0,0
Poland,3,3,1-trousers,57,44.333333333333336,2.0,1.0,0.0,1.0,1
Czech Republic,4,4,1-trousers,62,45.25,4.0,0.0,0.0,0.0,0
Czech Republic,5,5,3-blouses,57,42.8,2.0,0.0,3.0,0.0,0
Poland,2,2,1-trousers,60,49.0,2.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
net (*.net),1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,23,19,1-trousers,72,49.73913043478261,13.0,5.0,5.0,11.0,1
Germany,5,3,2-skirts,52,50.4,2.0,3.0,0.0,0.0,0
Poland,4,4,2-skirts,67,63.25,0.0,4.0,0.0,0.0,0
com (*.com),7,7,3-blouses,52,43.57142857142857,0.0,2.0,5.0,0.0,0
Poland,3,3,2-skirts,57,41.0,0.0,2.0,1.0,0.0,0
Czech Republic,2,1,1-trousers,62,62.0,2.0,0.0,0.0,0.0,0
Czech Republic,12,11,2-skirts,67,41.5,4.0,5.0,3.0,0.0,0
net (*.net),1,1,1-trousers,82,82.0,1.0,0.0,0.0,0.0,0
net (*.net),1,1,1-trousers,28,28.0,1.0,0.0,0.0,0.0,0
net (*.net),1,1,3-blouses,23,23.0,0.0,0.0,1.0,0.0,0
Poland,2,2,1-trousers,62,50.0,2.0,0.0,0.0,1.0,1
Czech Republic,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,2,2,3-blouses,33,33.0,0.0,0.0,2.0,1.0,1
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,4,4,1-trousers,62,48.75,3.0,1.0,0.0,0.0,0
Poland,6,6,1-trousers,82,61.833333333333336,5.0,1.0,0.0,1.0,1
Czech Republic,3,3,1-trousers,48,39.666666666666664,1.0,1.0,1.0,0.0,0
Poland,13,13,2-skirts,62,47.15384615384615,4.0,5.0,4.0,5.0,1
Poland,3,3,2-skirts,57,49.0,0.0,3.0,0.0,0.0,0
Czech Republic,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,4,3,2-skirts,57,49.75,0.0,4.0,0.0,0.0,0
Poland,2,2,1-trousers,60,49.0,2.0,0.0,0.0,0.0,0
Poland,4,4,3-blouses,48,41.75,0.0,0.0,4.0,0.0,0
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,0.0,0
Poland,11,9,2-skirts,67,46.18181818181818,1.0,7.0,3.0,2.0,1
Poland,5,5,2-skirts,57,44.6,0.0,5.0,0.0,0.0,0
Poland,7,4,3-blouses,48,45.857142857142854,0.0,0.0,7.0,3.0,1
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Denmark,5,5,3-blouses,48,38.0,0.0,1.0,4.0,1.0,1
net (*.net),9,8,2-skirts,67,48.111111111111114,0.0,9.0,0.0,0.0,0
net (*.net),3,3,2-skirts,57,49.0,0.0,3.0,0.0,0.0,0
Czech Republic,25,12,1-trousers,82,46.4,21.0,1.0,3.0,0.0,0
Czech Republic,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,3,3,2-skirts,67,55.666666666666664,0.0,2.0,1.0,20.0,1
Poland,3,3,2-skirts,57,45.0,0.0,2.0,1.0,0.0,0
Czech Republic,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Czech Republic,35,13,1-trousers,62,47.82857142857143,30.0,0.0,5.0,0.0,0
Poland,25,23,3-blouses,62,45.08,8.0,5.0,12.0,5.0,1
Czech Republic,4,3,2-skirts,67,58.5,0.0,4.0,0.0,0.0,0
Poland,5,5,2-skirts,57,47.4,2.0,3.0,0.0,0.0,0
Lithuania,8,8,3-blouses,52,34.75,1.0,3.0,4.0,4.0,1
Lithuania,6,6,2-skirts,62,47.5,0.0,6.0,0.0,0.0,0
Poland,3,3,1-trousers,62,51.666666666666664,3.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,2,2,1-trousers,43,40.5,2.0,0.0,0.0,0.0,0
Poland,2,2,2-skirts,38,35.5,0.0,2.0,0.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Czech Republic,3,2,1-trousers,38,36.333333333333336,3.0,0.0,0.0,0.0,0
Poland,11,11,3-blouses,62,41.09090909090909,4.0,0.0,7.0,1.0,1
Poland,1,1,2-skirts,43,43.0,0.0,1.0,0.0,0.0,0
Czech Republic,9,9,1-trousers,72,47.666666666666664,9.0,0.0,0.0,0.0,0
Poland,3,3,1-trousers,57,41.0,2.0,1.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,5,5,2-skirts,67,56.2,0.0,5.0,0.0,0.0,0
Poland,1,1,2-skirts,43,43.0,0.0,1.0,0.0,0.0,0
Poland,4,3,2-skirts,67,50.0,0.0,4.0,0.0,0.0,0
Poland,2,2,2-skirts,38,38.0,0.0,2.0,0.0,0.0,0
Poland,4,3,1-trousers,62,42.75,2.0,2.0,0.0,0.0,0
Poland,3,3,1-trousers,82,54.333333333333336,2.0,1.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,10,10,2-skirts,60,49.2,3.0,6.0,1.0,2.0,1
Poland,2,2,1-trousers,67,64.5,1.0,1.0,0.0,3.0,1
Poland,19,11,3-blouses,72,39.421052631578945,6.0,2.0,11.0,0.0,0
Poland,1,1,1-trousers,82,82.0,1.0,0.0,0.0,0.0,0
Poland,7,7,3-blouses,43,32.57142857142857,2.0,0.0,5.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,4,4,1-trousers,82,50.25,3.0,1.0,0.0,3.0,1
Poland,2,2,2-skirts,52,42.5,0.0,1.0,1.0,0.0,0
Poland,2,2,3-blouses,48,40.5,0.0,0.0,2.0,0.0,0
Poland,2,2,1-trousers,62,52.5,2.0,0.0,0.0,0.0,0
Poland,2,2,2-skirts,52,47.5,0.0,1.0,1.0,0.0,0
Poland,3,3,3-blouses,48,43.0,0.0,0.0,3.0,2.0,1
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,7,6,2-skirts,62,49.714285714285715,2.0,4.0,1.0,1.0,1
Poland,9,7,1-trousers,82,56.111111111111114,7.0,0.0,2.0,3.0,1
Poland,3,3,1-trousers,82,46.666666666666664,2.0,0.0,1.0,1.0,1
Poland,2,2,2-skirts,57,54.5,0.0,2.0,0.0,2.0,1
Poland,3,2,1-trousers,33,29.666666666666668,3.0,0.0,0.0,0.0,0
Czech Republic,12,11,1-trousers,62,41.25,6.0,0.0,6.0,0.0,0
Poland,1,1,3-blouses,33,33.0,0.0,0.0,1.0,0.0,0
Poland,5,5,3-blouses,57,40.8,0.0,2.0,3.0,3.0,1
Poland,12,11,2-skirts,67,47.583333333333336,0.0,12.0,0.0,0.0,0
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,43,43.0,0.0,1.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,4,3,2-skirts,57,52.25,0.0,4.0,0.0,0.0,0
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,0.0,0
Poland,5,3,1-trousers,62,46.6,5.0,0.0,0.0,1.0,1
Poland,2,2,1-trousers,62,47.5,2.0,0.0,0.0,0.0,0
Poland,5,5,1-trousers,62,47.2,5.0,0.0,0.0,0.0,0
Poland,4,4,2-skirts,52,34.5,0.0,2.0,2.0,0.0,0
Poland,4,4,1-trousers,82,53.75,4.0,0.0,0.0,2.0,1
Poland,5,5,3-blouses,52,44.6,0.0,2.0,3.0,0.0,0
Poland,5,5,2-skirts,57,43.6,1.0,3.0,1.0,2.0,1
Poland,2,2,3-blouses,52,39.0,0.0,0.0,2.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
com (*.com),1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,7,7,2-skirts,67,46.142857142857146,1.0,6.0,0.0,2.0,1
Germany,18,9,3-blouses,48,36.888888888888886,7.0,0.0,11.0,2.0,1
Poland,2,2,1-trousers,43,43.0,1.0,0.0,1.0,0.0,0
Czech Republic,3,3,1-trousers,62,44.333333333333336,2.0,0.0,1.0,0.0,0
Czech Republic,11,11,2-skirts,62,49.63636363636363,3.0,4.0,4.0,0.0,0
